Person_ID,Time_In_Date,Time_In,Time_Out_Date,Time_Out,Break_Hours,Hours_In_Work,Hours_Worked,Hours_Scheduled,Status
P0000113,12/10/2023,9:06:31 pm,13/10/2023,5:25:21 am,0.5,8.31,7.81,7.5,Approved
P0000113,13/10/2023,9:13:23 pm,14/10/2023,5:19:05 am,0.5,8.09,7.59,7.5,Approved
P0000113,16/10/2023,9:15:31 pm,17/10/2023,5:17:33 am,0.5,8.03,7.53,7.5,Approved
P0000113,17/10/2023,9:11:55 pm,18/10/2023,5:25:13 am,0.5,8.22,7.72,7.5,Approved
P0000113,18/10/2023,9:20:17 pm,19/10/2023,5:24:01 am,0.5,8.06,7.56,7.5,Approved
P0000113,19/10/2023,9:24:44 pm,20/10/2023,5:19:27 am,0.5,7.91,7.41,7.5,Approved
P0000113,20/10/2023,9:24:19 pm,21/10/2023,5:15:03 am,0.5,7.85,7.35,7.5,Approved
P0000113,23/10/2023,9:19:59 pm,24/10/2023,5:17:30 am,0.5,7.96,7.46,7.5,Approved
P0000113,24/10/2023,9:11:17 pm,25/10/2023,5:19:59 am,0.5,8.14,7.64,7.5,Approved
P0000113,25/10/2023,9:06:06 pm,26/10/2023,5:19:00 am,0.5,8.21,7.71,7.5,Approved
P0000113,26/10/2023,9:07:56 pm,27/10/2023,5:24:36 am,0.5,8.28,7.78,7.5,Approved
P0000113,27/10/2023,9:13:43 pm,28/10/2023,5:17:23 am,0.5,8.06,7.56,7.5,Approved
P0000113,30/10/2023,9:15:35 pm,31/10/2023,5:25:45 am,0.5,8.17,7.67,7.5,Approved
P0000113,31/10/2023,9:09:46 pm,01/11/2023,5:22:10 am,0.5,8.21,7.71,7.5,Approved
P0000113,01/11/2023,9:24:26 pm,02/11/2023,5:22:03 am,0.5,7.96,7.46,7.5,Approved
P0000113,02/11/2023,9:11:56 pm,03/11/2023,5:21:22 am,0.5,8.16,7.66,7.5,Approved
P0000113,03/11/2023,9:13:50 pm,04/11/2023,5:21:33 am,0.5,8.13,7.63,7.5,Approved
P0000113,06/11/2023,9:23:43 pm,07/11/2023,5:20:38 am,0.5,7.95,7.45,7.5,Approved
P0000113,07/11/2023,9:23:24 pm,08/11/2023,5:24:22 am,0.5,8.02,7.52,7.5,Approved
P0000113,08/11/2023,9:21:32 pm,09/11/2023,5:21:58 am,0.5,8.01,7.51,7.5,Approved
P0000113,09/11/2023,9:14:54 pm,10/11/2023,5:20:12 am,0.5,8.09,7.59,7.5,Approved
P0000113,10/11/2023,9:22:20 pm,11/11/2023,5:15:50 am,0.5,7.89,7.39,7.5,Approved
P0000113,13/11/2023,9:15:35 pm,14/11/2023,5:17:14 am,0.5,8.03,7.53,7.5,Approved
P0000113,14/11/2023,9:16:35 pm,15/11/2023,5:25:51 am,0.5,8.15,7.65,7.5,Approved
P0000113,15/11/2023,9:08:07 pm,16/11/2023,5:17:55 am,0.5,8.16,7.66,7.5,Approved
P0000113,16/11/2023,9:09:15 pm,17/11/2023,5:20:57 am,0.5,8.19,7.69,7.5,Approved
P0000113,17/11/2023,9:21:08 pm,18/11/2023,5:15:16 am,0.5,7.9,7.4,7.5,Approved
P0000113,20/11/2023,9:16:51 pm,21/11/2023,5:19:14 am,0.5,8.04,7.54,7.5,Approved
P0000113,21/11/2023,9:15:39 pm,22/11/2023,5:25:51 am,0.5,8.17,7.67,7.5,Approved
P0000113,22/11/2023,9:13:55 pm,23/11/2023,5:15:55 am,0.5,8.03,7.53,7.5,Approved
P0000113,23/11/2023,9:22:11 pm,24/11/2023,5:16:30 am,0.5,7.9,7.4,7.5,Approved
P0000113,24/11/2023,9:21:38 pm,25/11/2023,5:18:56 am,0.5,7.95,7.45,7.5,Approved
P0000113,27/11/2023,9:16:41 pm,28/11/2023,5:15:34 am,0.5,7.98,7.48,7.5,Approved
P0000113,28/11/2023,9:04:05 pm,29/11/2023,5:18:00 am,0.5,8.23,7.73,7.5,Approved
P0000113,29/11/2023,9:25:51 pm,30/11/2023,5:17:42 am,0.5,7.86,7.36,7.5,Approved
P0000113,30/11/2023,9:14:41 pm,01/12/2023,5:20:33 am,0.5,8.1,7.6,7.5,Approved
P0000113,01/12/2023,9:21:02 pm,02/12/2023,5:19:50 am,0.5,7.98,7.48,7.5,Approved
P0000113,04/12/2023,9:22:36 pm,05/12/2023,5:24:48 am,0.5,8.04,7.54,7.5,Approved
P0000113,05/12/2023,9:05:30 pm,06/12/2023,5:16:32 am,0.5,8.18,7.68,7.5,Approved
P0000113,06/12/2023,9:11:00 pm,07/12/2023,5:20:35 am,0.5,8.16,7.66,7.5,Approved
P0000113,07/12/2023,9:06:16 pm,08/12/2023,5:20:48 am,0.5,8.24,7.74,7.5,Approved
P0000113,08/12/2023,9:15:24 pm,09/12/2023,5:20:32 am,0.5,8.09,7.59,7.5,Approved
P0000113,11/12/2023,9:19:34 pm,12/12/2023,5:16:18 am,0.5,7.95,7.45,7.5,Approved
P0000113,12/12/2023,9:22:21 pm,13/12/2023,5:15:03 am,0.5,7.88,7.38,7.5,Approved
P0000113,13/12/2023,9:07:03 pm,14/12/2023,5:15:35 am,0.5,8.14,7.64,7.5,Approved
P0000113,14/12/2023,9:24:21 pm,15/12/2023,5:18:48 am,0.5,7.91,7.41,7.5,Approved
P0000113,15/12/2023,9:18:39 pm,16/12/2023,5:15:56 am,0.5,7.95,7.45,7.5,Approved
P0000113,18/12/2023,9:19:03 pm,19/12/2023,5:21:25 am,0.5,8.04,7.54,7.5,Approved
P0000113,19/12/2023,9:12:03 pm,20/12/2023,5:16:11 am,0.5,8.07,7.57,7.5,Approved
P0000113,20/12/2023,9:18:32 pm,21/12/2023,5:24:29 am,0.5,8.1,7.6,7.5,Approved
P0000113,21/12/2023,9:19:58 pm,22/12/2023,5:21:17 am,0.5,8.02,7.52,7.5,Approved
P0000113,22/12/2023,9:08:12 pm,23/12/2023,5:21:04 am,0.5,8.21,7.71,7.5,Approved
P0000113,25/12/2023,9:23:04 pm,26/12/2023,5:15:22 am,0.5,7.87,7.37,7.5,Approved
P0000113,26/12/2023,9:06:36 pm,27/12/2023,5:15:23 am,0.5,8.15,7.65,7.5,Approved
P0000113,27/12/2023,9:17:19 pm,28/12/2023,5:25:50 am,0.5,8.14,7.64,7.5,Approved
P0000113,28/12/2023,9:14:02 pm,29/12/2023,5:25:55 am,0.5,8.2,7.7,7.5,Approved
P0000113,29/12/2023,9:10:10 pm,30/12/2023,5:18:59 am,0.5,8.15,7.65,7.5,Approved
P0000113,01/01/2024,9:08:02 pm,02/01/2024,5:19:10 am,0.5,8.19,7.69,7.5,Approved
P0000113,02/01/2024,9:13:32 pm,03/01/2024,5:24:39 am,0.5,8.18,7.68,7.5,Approved
P0000113,03/01/2024,9:12:17 pm,04/01/2024,5:18:27 am,0.5,8.1,7.6,7.5,Approved
P0000113,04/01/2024,9:22:36 pm,05/01/2024,5:21:32 am,0.5,7.98,7.48,7.5,Approved
P0000113,05/01/2024,9:12:47 pm,06/01/2024,5:17:19 am,0.5,8.08,7.58,7.5,Approved
P0000113,08/01/2024,9:23:05 pm,09/01/2024,5:15:00 am,0.5,7.87,7.37,7.5,Approved
P0000113,09/01/2024,9:10:21 pm,10/01/2024,5:23:45 am,0.5,8.22,7.72,7.5,Approved
P0000113,10/01/2024,9:19:15 pm,11/01/2024,5:15:10 am,0.5,7.93,7.43,7.5,Approved
P0000113,11/01/2024,9:25:02 pm,12/01/2024,5:25:41 am,0.5,8.01,7.51,7.5,Approved
P0000113,12/01/2024,9:04:46 pm,13/01/2024,5:18:53 am,0.5,8.24,7.74,7.5,Approved
P0000113,15/01/2024,9:07:16 pm,16/01/2024,5:21:26 am,0.5,8.24,7.74,7.5,Approved
P0000113,16/01/2024,9:25:03 pm,17/01/2024,5:23:02 am,0.5,7.97,7.47,7.5,Approved
P0000113,17/01/2024,9:16:31 pm,18/01/2024,5:19:39 am,0.5,8.05,7.55,7.5,Approved
P0000113,18/01/2024,9:15:58 pm,19/01/2024,5:23:12 am,0.5,8.12,7.62,7.5,Approved
P0000113,19/01/2024,9:15:48 pm,20/01/2024,5:16:45 am,0.5,8.02,7.52,7.5,Approved
P0000113,22/01/2024,9:23:08 pm,23/01/2024,5:24:23 am,0.5,8.02,7.52,7.5,Approved
P0000113,23/01/2024,9:17:42 pm,24/01/2024,5:15:51 am,0.5,7.97,7.47,7.5,Approved
P0000113,24/01/2024,9:19:23 pm,25/01/2024,5:21:23 am,0.5,8.03,7.53,7.5,Approved
P0000113,25/01/2024,9:09:30 pm,26/01/2024,5:18:18 am,0.5,8.15,7.65,7.5,Approved
P0000113,26/01/2024,9:24:58 pm,27/01/2024,5:15:45 am,0.5,7.85,7.35,7.5,Approved
P0000113,29/01/2024,9:15:38 pm,30/01/2024,5:21:40 am,0.5,8.1,7.6,7.5,Approved
P0000113,30/01/2024,9:04:54 pm,31/01/2024,5:18:25 am,0.5,8.23,7.73,7.5,Approved
P0000113,31/01/2024,9:21:14 pm,01/02/2024,5:18:07 am,0.5,7.95,7.45,7.5,Approved
P0000113,01/02/2024,9:04:46 pm,02/02/2024,5:16:31 am,0.5,8.2,7.7,7.5,Approved
P0000113,02/02/2024,9:13:26 pm,03/02/2024,5:21:37 am,0.5,8.14,7.64,7.5,Approved
P0000113,05/02/2024,9:17:30 pm,06/02/2024,5:16:43 am,0.5,7.99,7.49,7.5,Approved
P0000113,06/02/2024,9:10:49 pm,07/02/2024,5:25:17 am,0.5,8.24,7.74,7.5,Approved
P0000113,07/02/2024,9:21:20 pm,08/02/2024,5:18:20 am,0.5,7.95,7.45,7.5,Approved
P0000113,08/02/2024,9:10:54 pm,09/02/2024,5:18:45 am,0.5,8.13,7.63,7.5,Approved
P0000113,09/02/2024,9:24:17 pm,10/02/2024,5:15:01 am,0.5,7.85,7.35,7.5,Approved
P0000113,12/02/2024,9:12:29 pm,13/02/2024,5:21:46 am,0.5,8.15,7.65,7.5,Approved
P0000113,13/02/2024,9:05:21 pm,14/02/2024,5:22:12 am,0.5,8.28,7.78,7.5,Approved
P0000113,14/02/2024,9:20:41 pm,15/02/2024,5:15:51 am,0.5,7.92,7.42,7.5,Approved
P0000113,15/02/2024,9:25:34 pm,16/02/2024,5:16:32 am,0.5,7.85,7.35,7.5,Approved
P0000113,16/02/2024,9:13:39 pm,17/02/2024,5:17:44 am,0.5,8.07,7.57,7.5,Approved
P0000113,19/02/2024,9:06:39 pm,20/02/2024,5:16:06 am,0.5,8.16,7.66,7.5,Approved
P0000113,20/02/2024,9:19:31 pm,21/02/2024,5:19:01 am,0.5,7.99,7.49,7.5,Approved
P0000113,21/02/2024,9:24:08 pm,22/02/2024,5:23:10 am,0.5,7.98,7.48,7.5,Approved
P0000113,22/02/2024,9:07:53 pm,23/02/2024,5:22:13 am,0.5,8.24,7.74,7.5,Approved
P0000113,23/02/2024,9:20:56 pm,24/02/2024,5:20:02 am,0.5,7.98,7.48,7.5,Approved
P0000113,26/02/2024,9:21:26 pm,27/02/2024,5:23:15 am,0.5,8.03,7.53,7.5,Approved
P0000113,27/02/2024,9:24:00 pm,28/02/2024,5:20:52 am,0.5,7.95,7.45,7.5,Approved
P0000113,28/02/2024,9:08:44 pm,29/02/2024,5:24:28 am,0.5,8.26,7.76,7.5,Approved
P0000113,29/02/2024,9:14:58 pm,01/03/2024,5:21:33 am,0.5,8.11,7.61,7.5,Approved
P0000113,01/03/2024,9:17:36 pm,02/03/2024,5:23:25 am,0.5,8.1,7.6,7.5,Approved
P0000113,04/03/2024,9:07:01 pm,05/03/2024,5:20:03 am,0.5,8.22,7.72,7.5,Approved
P0000113,05/03/2024,9:08:09 pm,06/03/2024,5:25:14 am,0.5,8.28,7.78,7.5,Approved
P0000113,06/03/2024,9:14:08 pm,07/03/2024,5:19:05 am,0.5,8.08,7.58,7.5,Approved
P0000113,07/03/2024,9:07:13 pm,08/03/2024,5:21:50 am,0.5,8.24,7.74,7.5,Approved
P0000113,08/03/2024,9:17:06 pm,09/03/2024,5:16:35 am,0.5,7.99,7.49,7.5,Approved
P0000113,11/03/2024,9:07:19 pm,12/03/2024,5:18:26 am,0.5,8.19,7.69,7.5,Approved
P0000113,12/03/2024,9:22:31 pm,13/03/2024,5:15:00 am,0.5,7.87,7.37,7.5,Approved
P0000113,13/03/2024,9:05:18 pm,14/03/2024,5:24:05 am,0.5,8.31,7.81,7.5,Approved
P0000113,14/03/2024,9:15:43 pm,15/03/2024,5:16:35 am,0.5,8.01,7.51,7.5,Approved
P0000113,15/03/2024,9:22:44 pm,16/03/2024,5:25:50 am,0.5,8.05,7.55,7.5,Approved
P0000113,18/03/2024,9:10:12 pm,19/03/2024,5:16:20 am,0.5,8.1,7.6,7.5,Approved
P0000113,19/03/2024,9:21:46 pm,20/03/2024,5:22:28 am,0.5,8.01,7.51,7.5,Approved
P0000113,20/03/2024,9:08:27 pm,21/03/2024,5:18:15 am,0.5,8.16,7.66,7.5,Approved
P0000113,21/03/2024,9:08:03 pm,22/03/2024,5:18:17 am,0.5,8.17,7.67,7.5,Approved
P0000113,22/03/2024,9:04:58 pm,23/03/2024,5:23:06 am,0.5,8.3,7.8,7.5,Approved
P0000113,25/03/2024,9:21:42 pm,26/03/2024,5:21:52 am,0.5,8,7.5,7.5,Approved
P0000113,26/03/2024,9:19:38 pm,27/03/2024,5:19:05 am,0.5,7.99,7.49,7.5,Approved
P0000113,27/03/2024,9:12:42 pm,28/03/2024,5:16:00 am,0.5,8.05,7.55,7.5,Approved
P0000113,28/03/2024,9:07:27 pm,29/03/2024,5:16:19 am,0.5,8.15,7.65,7.5,Approved
P0000113,29/03/2024,9:18:53 pm,30/03/2024,5:25:33 am,0.5,8.11,7.61,7.5,Approved
P0000113,01/04/2024,9:21:13 pm,02/04/2024,5:15:19 am,0.5,7.9,7.4,7.5,Approved
P0000113,02/04/2024,9:12:04 pm,03/04/2024,5:25:08 am,0.5,8.22,7.72,7.5,Approved
P0000113,03/04/2024,9:24:22 pm,04/04/2024,5:17:18 am,0.5,7.88,7.38,7.5,Approved
P0000113,04/04/2024,9:21:07 pm,05/04/2024,5:17:09 am,0.5,7.93,7.43,7.5,Approved
P0000113,05/04/2024,9:18:37 pm,06/04/2024,5:24:08 am,0.5,8.09,7.59,7.5,Approved
P0000113,08/04/2024,9:17:15 pm,09/04/2024,5:22:43 am,0.5,8.09,7.59,7.5,Approved
P0000113,09/04/2024,9:04:05 pm,10/04/2024,5:23:02 am,0.5,8.32,7.82,7.5,Approved
P0000113,10/04/2024,9:06:43 pm,11/04/2024,5:24:17 am,0.5,8.29,7.79,7.5,Approved
P0000113,11/04/2024,9:04:24 pm,12/04/2024,5:20:52 am,0.5,8.27,7.77,7.5,Approved
P0000113,12/04/2024,9:20:13 pm,13/04/2024,5:18:09 am,0.5,7.97,7.47,7.5,Approved
P0000113,15/04/2024,9:13:18 pm,16/04/2024,5:16:54 am,0.5,8.06,7.56,7.5,Approved
P0000113,16/04/2024,9:16:49 pm,17/04/2024,5:25:13 am,0.5,8.14,7.64,7.5,Approved
P0000113,17/04/2024,9:19:12 pm,18/04/2024,5:22:52 am,0.5,8.06,7.56,7.5,Approved
P0000113,18/04/2024,9:14:59 pm,19/04/2024,5:25:39 am,0.5,8.18,7.68,7.5,Approved
P0000113,19/04/2024,9:14:18 pm,20/04/2024,5:18:33 am,0.5,8.07,7.57,7.5,Approved
P0000113,22/04/2024,9:06:59 pm,23/04/2024,5:22:37 am,0.5,8.26,7.76,7.5,Approved
P0000113,23/04/2024,9:09:07 pm,24/04/2024,5:24:03 am,0.5,8.25,7.75,7.5,Approved
P0000113,24/04/2024,9:17:19 pm,25/04/2024,5:16:03 am,0.5,7.98,7.48,7.5,Approved
P0000113,25/04/2024,9:21:09 pm,26/04/2024,5:21:24 am,0.5,8,7.5,7.5,Approved
P0000113,26/04/2024,9:14:59 pm,27/04/2024,5:18:33 am,0.5,8.06,7.56,7.5,Approved
P0000113,29/04/2024,9:09:26 pm,30/04/2024,5:16:52 am,0.5,8.12,7.62,7.5,Approved
P0000113,30/04/2024,9:08:31 pm,01/05/2024,5:19:33 am,0.5,8.18,7.68,7.5,Approved
P0000113,01/05/2024,9:06:50 pm,02/05/2024,5:25:05 am,0.5,8.3,7.8,7.5,Approved
P0000113,02/05/2024,9:10:28 pm,03/05/2024,5:21:59 am,0.5,8.19,7.69,7.5,Approved
P0000113,03/05/2024,9:15:03 pm,04/05/2024,5:15:58 am,0.5,8.02,7.52,7.5,Approved
P0000113,06/05/2024,9:04:41 pm,07/05/2024,5:18:46 am,0.5,8.23,7.73,7.5,Approved
P0000113,07/05/2024,9:13:00 pm,08/05/2024,5:20:34 am,0.5,8.13,7.63,7.5,Approved
P0000113,08/05/2024,9:13:58 pm,09/05/2024,5:21:46 am,0.5,8.13,7.63,7.5,Approved
P0000113,09/05/2024,9:10:00 pm,10/05/2024,5:19:01 am,0.5,8.15,7.65,7.5,Approved
P0000113,10/05/2024,9:04:21 pm,11/05/2024,5:16:13 am,0.5,8.2,7.7,7.5,Approved
P0000113,13/05/2024,9:18:42 pm,14/05/2024,5:22:19 am,0.5,8.06,7.56,7.5,Approved
P0000113,14/05/2024,9:22:49 pm,15/05/2024,5:25:41 am,0.5,8.05,7.55,7.5,Approved
P0000113,15/05/2024,9:21:06 pm,16/05/2024,5:22:22 am,0.5,8.02,7.52,7.5,Approved
P0000113,16/05/2024,9:11:28 pm,17/05/2024,5:23:25 am,0.5,8.2,7.7,7.5,Approved
P0000113,17/05/2024,9:06:44 pm,18/05/2024,5:15:42 am,0.5,8.15,7.65,7.5,Approved
P0000113,20/05/2024,9:25:09 pm,21/05/2024,5:24:08 am,0.5,7.98,7.48,7.5,Approved
P0000113,21/05/2024,9:09:55 pm,22/05/2024,5:19:07 am,0.5,8.15,7.65,7.5,Approved
P0000113,22/05/2024,9:19:29 pm,23/05/2024,5:24:25 am,0.5,8.08,7.58,7.5,Approved
P0000113,23/05/2024,9:10:55 pm,24/05/2024,5:19:02 am,0.5,8.14,7.64,7.5,Approved
P0000113,24/05/2024,9:18:27 pm,25/05/2024,5:17:55 am,0.5,7.99,7.49,7.5,Approved
P0000113,27/05/2024,9:20:17 pm,28/05/2024,5:24:27 am,0.5,8.07,7.57,7.5,Approved
P0000113,28/05/2024,9:07:28 pm,29/05/2024,5:21:07 am,0.5,8.23,7.73,7.5,Approved
P0000113,29/05/2024,9:13:42 pm,30/05/2024,5:15:59 am,0.5,8.04,7.54,7.5,Approved
P0000113,30/05/2024,9:19:45 pm,31/05/2024,5:17:20 am,0.5,7.96,7.46,7.5,Approved
P0000113,31/05/2024,9:06:54 pm,01/06/2024,5:23:24 am,0.5,8.27,7.77,7.5,Approved
P0000113,03/06/2024,9:11:29 pm,04/06/2024,5:19:37 am,0.5,8.14,7.64,7.5,Approved
P0000113,04/06/2024,9:07:09 pm,05/06/2024,5:24:27 am,0.5,8.29,7.79,7.5,Approved
P0000113,05/06/2024,9:22:46 pm,06/06/2024,5:25:31 am,0.5,8.05,7.55,7.5,Approved
P0000113,06/06/2024,9:10:41 pm,07/06/2024,5:15:25 am,0.5,8.08,7.58,7.5,Approved
P0000113,07/06/2024,9:04:54 pm,08/06/2024,5:16:42 am,0.5,8.2,7.7,7.5,Approved
P0000113,10/06/2024,9:04:43 pm,11/06/2024,5:20:20 am,0.5,8.26,7.76,7.5,Approved
P0000113,11/06/2024,9:16:20 pm,12/06/2024,5:22:09 am,0.5,8.1,7.6,7.5,Approved
P0000113,12/06/2024,9:23:11 pm,13/06/2024,5:21:17 am,0.5,7.97,7.47,7.5,Approved
P0000113,13/06/2024,9:20:04 pm,14/06/2024,5:21:01 am,0.5,8.02,7.52,7.5,Approved
P0000113,14/06/2024,9:06:24 pm,15/06/2024,5:25:32 am,0.5,8.32,7.82,7.5,Approved
P0000113,17/06/2024,9:07:02 pm,18/06/2024,5:19:29 am,0.5,8.21,7.71,7.5,Approved
P0000113,18/06/2024,9:20:49 pm,19/06/2024,5:16:06 am,0.5,7.92,7.42,7.5,Approved
P0000113,19/06/2024,9:09:39 pm,20/06/2024,5:22:08 am,0.5,8.21,7.71,7.5,Approved
P0000113,20/06/2024,9:05:57 pm,21/06/2024,5:25:46 am,0.5,8.33,7.83,7.5,Approved
P0000113,21/06/2024,9:16:09 pm,22/06/2024,5:17:07 am,0.5,8.02,7.52,7.5,Approved
P0000113,24/06/2024,9:07:12 pm,25/06/2024,5:22:22 am,0.5,8.25,7.75,7.5,Approved
P0000113,25/06/2024,9:21:33 pm,26/06/2024,5:17:23 am,0.5,7.93,7.43,7.5,Approved
P0000113,26/06/2024,9:08:38 pm,27/06/2024,5:20:00 am,0.5,8.19,7.69,7.5,Approved
P0000113,27/06/2024,9:13:34 pm,28/06/2024,5:20:09 am,0.5,8.11,7.61,7.5,Approved
P0000113,28/06/2024,9:12:01 pm,29/06/2024,5:19:37 am,0.5,8.13,7.63,7.5,Approved
P0000113,01/07/2024,9:09:26 pm,02/07/2024,5:20:30 am,0.5,8.18,7.68,7.5,Approved
P0000113,02/07/2024,9:21:33 pm,03/07/2024,5:17:42 am,0.5,7.94,7.44,7.5,Approved
P0000113,03/07/2024,9:11:19 pm,04/07/2024,5:25:04 am,0.5,8.23,7.73,7.5,Approved
P0000113,04/07/2024,9:16:36 pm,05/07/2024,5:15:38 am,0.5,7.98,7.48,7.5,Approved
P0000113,05/07/2024,9:06:28 pm,06/07/2024,5:25:54 am,0.5,8.32,7.82,7.5,Approved
P0000113,08/07/2024,9:18:58 pm,09/07/2024,5:19:17 am,0.5,8.01,7.51,7.5,Approved
P0000113,09/07/2024,9:15:12 pm,10/07/2024,5:16:38 am,0.5,8.02,7.52,7.5,Approved
P0000113,10/07/2024,9:18:43 pm,11/07/2024,5:18:09 am,0.5,7.99,7.49,7.5,Approved
P0000113,11/07/2024,9:14:34 pm,12/07/2024,5:16:01 am,0.5,8.02,7.52,7.5,Approved
P0000113,12/07/2024,9:23:10 pm,13/07/2024,5:16:39 am,0.5,7.89,7.39,7.5,Approved
P0000113,15/07/2024,9:25:41 pm,16/07/2024,5:24:11 am,0.5,7.97,7.47,7.5,Approved
P0000113,16/07/2024,9:15:05 pm,17/07/2024,5:15:01 am,0.5,8,7.5,7.5,Approved
P0000113,17/07/2024,9:20:41 pm,18/07/2024,5:18:43 am,0.5,7.97,7.47,7.5,Approved
P0000113,18/07/2024,9:22:09 pm,19/07/2024,5:21:15 am,0.5,7.98,7.48,7.5,Approved
P0000113,19/07/2024,9:10:50 pm,20/07/2024,5:24:27 am,0.5,8.23,7.73,7.5,Approved
P0000113,22/07/2024,9:23:56 pm,23/07/2024,5:18:30 am,0.5,7.91,7.41,7.5,Approved
P0000113,23/07/2024,9:23:30 pm,24/07/2024,5:25:54 am,0.5,8.04,7.54,7.5,Approved
P0000113,24/07/2024,9:23:56 pm,25/07/2024,5:21:13 am,0.5,7.95,7.45,7.5,Approved
P0000113,25/07/2024,9:14:15 pm,26/07/2024,5:15:51 am,0.5,8.03,7.53,7.5,Approved
P0000113,26/07/2024,9:19:58 pm,27/07/2024,5:25:34 am,0.5,8.09,7.59,7.5,Approved
P0000113,29/07/2024,9:09:59 pm,30/07/2024,5:15:13 am,0.5,8.09,7.59,7.5,Approved
P0000113,30/07/2024,9:20:59 pm,31/07/2024,5:25:16 am,0.5,8.07,7.57,7.5,Approved
P0000113,31/07/2024,9:23:44 pm,01/08/2024,5:15:30 am,0.5,7.86,7.36,7.5,Approved
P0000113,01/08/2024,9:19:37 pm,02/08/2024,5:17:09 am,0.5,7.96,7.46,7.5,Approved
P0000113,02/08/2024,9:11:27 pm,03/08/2024,5:18:20 am,0.5,8.11,7.61,7.5,Approved
P0000113,05/08/2024,9:09:10 pm,06/08/2024,5:25:01 am,0.5,8.26,7.76,7.5,Approved
P0000113,06/08/2024,9:25:40 pm,07/08/2024,5:16:20 am,0.5,7.84,7.34,7.5,Approved
P0000113,07/08/2024,9:21:21 pm,08/08/2024,5:18:15 am,0.5,7.95,7.45,7.5,Approved
P0000113,08/08/2024,9:18:38 pm,09/08/2024,5:20:16 am,0.5,8.03,7.53,7.5,Approved
P0000113,09/08/2024,9:07:53 pm,10/08/2024,5:18:49 am,0.5,8.18,7.68,7.5,Approved
P0000113,12/08/2024,9:10:47 pm,13/08/2024,5:15:25 am,0.5,8.08,7.58,7.5,Approved
P0000113,13/08/2024,9:16:20 pm,14/08/2024,5:17:25 am,0.5,8.02,7.52,7.5,Approved
P0000113,14/08/2024,9:13:24 pm,15/08/2024,5:23:17 am,0.5,8.16,7.66,7.5,Approved
P0000113,15/08/2024,9:20:15 pm,16/08/2024,5:19:25 am,0.5,7.99,7.49,7.5,Approved
P0000113,16/08/2024,9:04:45 pm,17/08/2024,5:20:41 am,0.5,8.27,7.77,7.5,Approved
P0000113,19/08/2024,9:05:30 pm,20/08/2024,5:17:10 am,0.5,8.19,7.69,7.5,Approved
P0000113,20/08/2024,9:08:02 pm,21/08/2024,5:20:40 am,0.5,8.21,7.71,7.5,Approved
P0000113,21/08/2024,9:04:30 pm,22/08/2024,5:25:12 am,0.5,8.34,7.84,7.5,Approved
P0000113,22/08/2024,9:24:36 pm,23/08/2024,5:22:07 am,0.5,7.96,7.46,7.5,Approved
P0000113,23/08/2024,9:08:37 pm,24/08/2024,5:16:04 am,0.5,8.12,7.62,7.5,Approved
P0000113,26/08/2024,9:20:58 pm,27/08/2024,5:15:54 am,0.5,7.92,7.42,7.5,Approved
P0000113,27/08/2024,9:22:46 pm,28/08/2024,5:24:53 am,0.5,8.03,7.53,7.5,Approved
P0000113,28/08/2024,9:13:29 pm,29/08/2024,5:20:18 am,0.5,8.11,7.61,7.5,Approved
P0000113,29/08/2024,9:19:39 pm,30/08/2024,5:18:59 am,0.5,7.99,7.49,7.5,Approved
P0000113,30/08/2024,9:10:51 pm,31/08/2024,5:23:08 am,0.5,8.2,7.7,7.5,Approved
P0000113,02/09/2024,9:10:19 pm,03/09/2024,5:22:10 am,0.5,8.2,7.7,7.5,Approved
P0000113,03/09/2024,9:12:36 pm,04/09/2024,5:25:01 am,0.5,8.21,7.71,7.5,Approved
P0000113,04/09/2024,9:11:59 pm,05/09/2024,5:20:33 am,0.5,8.14,7.64,7.5,Approved
P0000113,05/09/2024,9:08:17 pm,06/09/2024,5:22:15 am,0.5,8.23,7.73,7.5,Approved
P0000113,06/09/2024,9:09:44 pm,07/09/2024,5:22:31 am,0.5,8.21,7.71,7.5,Approved
P0000113,09/09/2024,9:09:34 pm,10/09/2024,5:18:16 am,0.5,8.14,7.64,7.5,Approved
P0000113,10/09/2024,9:07:17 pm,11/09/2024,5:15:04 am,0.5,8.13,7.63,7.5,Approved
P0000113,11/09/2024,9:20:34 pm,12/09/2024,5:25:49 am,0.5,8.09,7.59,7.5,Approved
P0000113,12/09/2024,9:05:03 pm,13/09/2024,5:15:59 am,0.5,8.18,7.68,7.5,Approved
P0000113,13/09/2024,9:16:44 pm,14/09/2024,5:17:42 am,0.5,8.02,7.52,7.5,Approved
P0000113,16/09/2024,9:08:04 pm,17/09/2024,5:23:23 am,0.5,8.26,7.76,7.5,Approved
P0000113,17/09/2024,9:07:19 pm,18/09/2024,5:22:52 am,0.5,8.26,7.76,7.5,Approved
P0000113,18/09/2024,9:15:37 pm,19/09/2024,5:24:06 am,0.5,8.14,7.64,7.5,Approved
P0000113,19/09/2024,9:11:13 pm,20/09/2024,5:22:50 am,0.5,8.19,7.69,7.5,Approved
P0000113,20/09/2024,9:20:35 pm,21/09/2024,5:22:02 am,0.5,8.02,7.52,7.5,Approved
P0000113,23/09/2024,9:17:17 pm,24/09/2024,5:23:59 am,0.5,8.11,7.61,7.5,Approved
